#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
11.400	27.952	0.239
11.410	27.645	0.239
11.420	27.296	0.239
11.430	27.002	0.239
11.440	26.657	0.239
11.450	26.261	0.239
11.460	25.842	0.239
11.470	25.373	0.239
11.480	24.946	0.239
11.490	24.472	0.239
11.500	23.976	0.239
11.510	23.485	0.239
11.520	22.989	0.239
11.530	22.528	0.239
11.540	22.032	0.239
11.550	21.601	0.239
11.560	20.895	0.239
11.570	20.503	0.239
11.580	20.076	0.239
11.590	19.657	0.239
11.600	19.287	0.239
11.610	18.950	0.239
11.620	18.648	0.239
11.630	18.462	0.239
11.640	18.100	0.239
11.650	17.875	0.239
11.660	17.732	0.239
11.670	17.598	0.239
11.680	17.467	0.239
11.690	17.513	0.239
11.700	17.513	0.239
11.710	17.546	0.239
11.720	17.618	0.239
11.730	17.724	0.239
11.740	17.860	0.239
11.750	18.091	0.239
11.760	18.365	0.239
11.770	18.549	0.239
11.780	18.914	0.239
11.790	19.506	0.239
11.800	19.870	0.239
11.810	20.251	0.239
11.820	20.448	0.239
11.830	21.113	0.239
11.840	21.550	0.239
11.850	22.005	0.239
11.860	22.473	0.239
11.870	22.936	0.239
11.880	23.412	0.239
11.890	23.948	0.239
11.900	24.351	0.239
11.910	24.883	0.239
11.920	25.299	0.239
11.930	25.736	0.239
11.940	26.195	0.239
11.950	26.589	0.239
11.960	26.928	0.239
11.970	27.288	0.239
11.980	27.601	0.239
11.990	27.866	0.239
12.000	28.114	0.239
12.010	28.324	0.239
12.020	28.499	0.239
12.030	28.640	0.239
12.040	28.733	0.239
12.050	28.788	0.239
12.060	28.800	0.239
12.070	28.768	0.239
12.080	28.694	0.239
12.090	28.586	0.239
12.100	28.434	0.239
12.110	28.243	0.239
12.120	28.019	0.239
12.130	27.768	0.239
12.140	27.474	0.239
12.150	27.151	0.239
12.160	26.801	0.239
12.170	26.422	0.239
12.180	26.038	0.239
12.190	25.586	0.239
12.200	25.116	0.239
12.210	24.732	0.239
12.220	24.280	0.239
12.230	23.733	0.239
12.240	23.344	0.239
12.250	22.858	0.239
12.260	22.108	0.239
12.270	21.896	0.239
12.280	21.173	0.239
12.290	21.051	0.239
12.300	20.336	0.239
12.310	20.167	0.239
12.320	19.526	0.239
12.330	19.176	0.239
12.340	18.849	0.239
12.350	18.538	0.239
12.360	18.038	0.239
12.370	18.106	0.239
12.380	17.859	0.239
12.390	17.777	0.239
12.400	17.633	0.239
12.410	17.288	0.239
12.420	17.558	0.239
12.430	17.286	0.239
12.440	17.551	0.239
12.450	17.684	0.239
12.460	17.605	0.239
12.470	18.072	0.239
12.480	18.226	0.239
12.490	18.483	0.239
12.500	18.783	0.239
12.510	19.104	0.239
12.520	19.430	0.239
12.530	19.798	0.239
12.540	20.179	0.239
12.550	20.665	0.239
12.560	21.304	0.239
12.570	21.513	0.239
12.580	22.247	0.239
12.590	22.650	0.239
12.600	23.169	0.239
12.610	23.632	0.239
12.620	24.070	0.239
12.630	24.589	0.239
12.640	24.992	0.239
12.650	25.442	0.239
12.660	25.875	0.239
12.670	26.274	0.239
12.680	26.651	0.239
12.690	26.977	0.239
12.700	27.298	0.239
12.710	27.624	0.239
12.720	27.898	0.239
12.730	28.124	0.239
12.740	28.312	0.239
12.750	28.466	0.239
12.760	28.577	0.239
12.770	28.653	0.239
12.780	28.686	0.239
12.790	28.676	0.239
12.800	28.641	0.239
12.810	28.554	0.239
12.820	28.428	0.239
12.830	28.263	0.239
12.840	28.064	0.239
12.850	27.831	0.239
12.860	27.563	0.239
12.870	27.283	0.239
12.880	26.955	0.239
12.890	26.601	0.239
12.900	26.200	0.239
12.910	25.803	0.239
12.920	25.355	0.239
12.930	24.976	0.239
12.940	24.523	0.239
12.950	24.006	0.239
12.960	23.570	0.239
12.970	23.097	0.239
12.980	22.605	0.239
12.990	22.170	0.239
13.000	21.678	0.239
13.010	21.294	0.239
13.020	20.627	0.239
13.030	20.454	0.239
13.040	19.808	0.239
13.050	19.433	0.239
13.060	19.101	0.239
13.070	18.781	0.239
13.080	18.501	0.239
13.090	18.315	0.239
13.100	18.103	0.239
13.110	17.882	0.239
13.120	17.765	0.239
13.130	17.712	0.239
13.140	17.664	0.239
13.150	17.658	0.239
13.160	17.683	0.239
13.170	17.751	0.239
13.180	17.767	0.239
13.190	18.058	0.239
13.200	18.177	0.239
13.210	18.434	0.239
13.220	18.381	0.239
13.230	19.261	0.239
13.240	19.264	0.239
13.250	19.586	0.239
13.260	19.985	0.239
13.270	20.641	0.239
13.280	20.945	0.239
13.290	21.241	0.239
13.300	21.966	0.239
13.310	22.442	0.239
13.320	22.871	0.239
13.330	23.364	0.239
13.340	23.823	0.239
13.350	24.274	0.239
13.360	24.737	0.239
13.370	25.122	0.239
13.380	25.573	0.239
13.390	25.997	0.239
13.400	26.383	0.239
13.410	26.506	0.239
13.420	26.862	0.239
13.430	27.196	0.239
13.440	27.539	0.239
13.450	27.912	0.239
13.460	28.122	0.239
13.470	28.305	0.239
13.480	28.441	0.239
13.490	28.535	0.239
13.500	28.594	0.239
13.510	28.614	0.239
13.520	28.596	0.239
13.530	28.539	0.239
13.540	28.443	0.239
13.550	28.309	0.239
13.560	28.140	0.239
13.570	27.932	0.239
13.580	27.704	0.239
13.590	27.427	0.239
13.600	27.108	0.239
13.610	26.763	0.239
13.620	26.417	0.239
13.630	26.038	0.239
13.640	25.624	0.239
13.650	25.198	0.239
13.660	24.723	0.239
13.670	24.348	0.239
13.680	23.878	0.239
13.690	23.374	0.239
13.700	22.986	0.239
13.710	22.464	0.239
13.720	21.793	0.239
13.730	21.607	0.239
13.740	20.901	0.239
13.750	20.727	0.239
13.760	20.099	0.239
13.770	19.689	0.239
13.780	19.383	0.239
13.790	19.089	0.239
13.800	18.774	0.239
13.810	18.455	0.239
13.820	18.290	0.239
13.830	18.104	0.239
13.840	17.707	0.239
13.850	17.793	0.239
13.860	17.753	0.239
13.870	17.721	0.239
13.880	17.698	0.239
13.890	17.728	0.239
13.900	17.778	0.239
13.910	17.970	0.239
13.920	18.120	0.239
13.930	18.303	0.239
13.940	18.530	0.239
13.950	18.834	0.239
13.960	19.129	0.239
13.970	19.447	0.239
13.980	19.798	0.239
13.990	20.171	0.239
14.000	20.565	0.239
14.010	21.265	0.239
14.020	21.629	0.239
14.030	21.899	0.239
14.040	22.599	0.239
14.050	23.010	0.239
14.060	23.503	0.239
14.070	23.966	0.239
14.080	24.387	0.239
14.090	24.897	0.239
14.100	25.291	0.239
14.110	25.708	0.239
14.120	26.119	0.239
14.130	26.513	0.239
14.140	26.860	0.239
14.150	27.186	0.239
14.160	27.468	0.239
14.170	27.713	0.239
14.180	27.969	0.239
14.190	28.166	0.239
14.200	28.311	0.239
14.210	28.435	0.239
14.220	28.511	0.239
14.230	28.561	0.239
14.240	28.569	0.239
14.250	28.550	0.239
14.260	28.476	0.239
14.270	28.372	0.239
14.280	28.224	0.239
14.290	28.034	0.239
14.300	27.818	0.239
14.310	27.559	0.239
14.320	27.274	0.239
14.330	26.950	0.239
14.340	26.622	0.239
14.350	26.251	0.239
14.360	25.876	0.239
14.370	25.467	0.239
14.380	24.997	0.239
14.390	24.592	0.239
14.400	24.105	0.239
14.410	23.691	0.239
14.420	23.204	0.239
14.430	22.747	0.239
14.440	22.337	0.239
14.450	21.893	0.239
14.460	21.157	0.239
14.470	21.022	0.239
14.480	20.355	0.239
14.490	20.207	0.239
14.500	19.587	0.239
14.510	19.246	0.239
14.520	18.906	0.239
14.530	18.677	0.239
14.540	18.443	0.239
14.550	18.201	0.239
14.560	18.071	0.239
14.570	17.640	0.239
14.580	17.863	0.239
14.590	17.461	0.239
14.600	17.693	0.239
14.610	17.730	0.239
14.620	17.540	0.239
14.630	17.612	0.239
14.640	18.058	0.239
14.650	18.198	0.239
14.660	18.481	0.239
14.670	18.729	0.239
14.680	18.659	0.239
14.690	19.617	0.239
14.700	19.882	0.239
14.710	20.247	0.239
14.720	20.658	0.239
14.730	20.812	0.239
14.740	21.185	0.239
14.750	21.949	0.239
14.760	22.330	0.239
14.770	22.759	0.239
14.780	23.218	0.239
14.790	23.724	0.239
14.800	24.166	0.239
14.810	24.611	0.239
14.820	25.088	0.239
14.830	25.469	0.239
14.840	25.864	0.239
14.850	26.279	0.239
14.860	26.644	0.239
14.870	26.978	0.239
14.880	27.287	0.239
14.890	27.552	0.239
14.900	27.800	0.239
14.910	28.027	0.239
14.920	28.206	0.239
14.930	28.343	0.239
14.940	28.449	0.239
14.950	28.512	0.239
14.960	28.537	0.239
14.970	28.514	0.239
14.980	28.466	0.239
14.990	28.383	0.239
15.000	28.253	0.239
15.010	28.088	0.239
15.020	27.885	0.239
15.030	27.634	0.239
15.040	27.341	0.239
15.050	27.090	0.239
15.060	26.737	0.239
15.070	26.379	0.239
15.080	26.008	0.239
15.090	25.620	0.239
15.100	25.249	0.239
15.110	24.822	0.239
15.120	24.322	0.239
15.130	23.904	0.239
15.140	23.464	0.239
15.150	22.973	0.239
15.160	22.538	0.239
15.170	21.926	0.239
15.180	21.645	0.239
15.190	21.244	0.239
15.200	20.585	0.239
15.210	20.446	0.239
15.220	19.809	0.239
15.230	19.442	0.239
15.240	19.115	0.239
15.250	18.838	0.239
15.260	18.592	0.239
15.270	18.410	0.239
15.280	18.181	0.239
15.290	18.026	0.239
15.300	17.921	0.239
15.310	17.804	0.239
15.320	17.816	0.239
15.330	17.784	0.239
15.340	17.822	0.239
15.350	17.920	0.239
15.360	18.069	0.239
15.370	18.205	0.239
15.380	18.406	0.239
15.390	18.676	0.239
15.400	18.847	0.239
15.410	19.168	0.239
15.420	19.489	0.239
15.430	19.823	0.239
15.440	20.183	0.239
15.450	20.591	0.239
15.460	21.286	0.239
15.470	21.453	0.239
15.480	22.144	0.239
15.490	22.585	0.239
15.500	22.980	0.239
15.510	23.481	0.239
15.520	23.945	0.239
15.530	24.335	0.239
15.540	24.815	0.239
15.550	25.248	0.239
15.560	25.613	0.239
15.570	26.020	0.239
15.580	26.419	0.239
15.590	26.766	0.239
15.600	27.040	0.239
15.610	27.322	0.239
15.620	27.609	0.239
15.630	27.849	0.239
15.640	28.045	0.239
15.650	28.203	0.239
15.660	28.322	0.239
15.670	28.408	0.239
15.680	28.454	0.239
15.690	28.474	0.239
15.700	28.442	0.239
15.710	28.373	0.239
15.720	28.268	0.239
15.730	28.121	0.239
15.740	27.944	0.239
15.750	27.727	0.239
15.760	27.481	0.239
15.770	27.205	0.239
15.780	26.894	0.239
15.790	26.575	0.239
15.800	26.217	0.239
15.810	25.850	0.239
15.820	25.441	0.239
15.830	25.048	0.239
15.840	24.621	0.239
15.850	24.109	0.239
15.860	23.721	0.239
15.870	23.290	0.239
15.880	22.768	0.239
15.890	22.114	0.239
15.900	21.932	0.239
15.910	21.483	0.239
15.920	20.833	0.239
15.930	20.759	0.239
15.940	20.061	0.239
15.950	19.686	0.239
15.960	19.380	0.239
15.970	19.077	0.239
15.980	18.810	0.239
15.990	18.877	0.239
16.000	18.339	0.239
16.010	17.916	0.239
16.020	18.074	0.239
16.030	17.656	0.239
16.040	17.930	0.239
16.050	17.671	0.239
16.060	17.648	0.239
16.070	17.690	0.239
16.080	18.024	0.239
16.090	18.161	0.239
16.100	18.404	0.239
16.110	18.576	0.239
16.120	18.781	0.239
16.130	19.059	0.239
16.140	19.397	0.239
16.150	19.706	0.239
16.160	20.053	0.239
16.170	20.508	0.239
16.180	21.070	0.239
16.190	21.227	0.239
16.200	21.880	0.239
16.210	22.304	0.239
16.220	22.742	0.239
16.230	23.231	0.239
16.240	23.612	0.239
16.250	24.058	0.239
16.260	24.560	0.239
16.270	24.971	0.239
16.280	25.340	0.239
16.290	25.756	0.239
16.300	26.163	0.239
16.310	26.502	0.239
16.320	26.827	0.239
16.330	27.123	0.239
16.340	27.358	0.239
16.350	27.641	0.239
16.360	27.863	0.239
16.370	28.034	0.239
16.380	28.179	0.239
16.390	28.285	0.239
16.400	28.353	0.239
16.410	28.382	0.239
16.420	28.377	0.239
16.430	28.328	0.239
16.440	28.245	0.239
16.450	28.124	0.239
16.460	27.959	0.239
16.470	27.790	0.239
16.480	27.578	0.239
16.490	27.319	0.239
16.500	27.009	0.239
16.510	26.694	0.239
16.520	26.353	0.239
16.530	25.995	0.239
16.540	25.611	0.239
16.550	25.244	0.239
16.560	24.779	0.239
16.570	24.344	0.239
16.580	23.964	0.239
16.590	23.520	0.239
16.600	23.029	0.239
16.610	22.602	0.239
16.620	22.235	0.239
16.630	21.594	0.239
16.640	21.115	0.239
16.650	20.981	0.239
16.660	20.322	0.239
16.670	19.955	0.239
16.680	19.627	0.239
16.690	19.312	0.239
16.700	19.045	0.239
16.710	18.790	0.239
16.720	18.518	0.239
16.730	18.392	0.239
16.740	18.210	0.239
16.750	18.097	0.239
16.760	18.053	0.239
16.770	17.957	0.239
16.780	17.879	0.239
16.790	17.762	0.239
16.800	18.035	0.239
16.810	18.176	0.239
16.820	18.296	0.239
16.830	18.496	0.239
16.840	18.689	0.239
16.850	19.246	0.239
16.860	19.185	0.239
16.870	19.519	0.239
16.880	20.163	0.239
16.890	20.519	0.239
16.900	20.883	0.239
16.910	21.243	0.239
16.920	21.633	0.239
16.930	22.066	0.239
16.940	22.486	0.239
16.950	22.928	0.239
16.960	23.387	0.239
16.970	23.803	0.239
16.980	24.266	0.239
16.990	24.704	0.239
17.000	25.081	0.239
17.010	25.458	0.239
17.020	25.874	0.239
17.030	26.229	0.239
17.040	26.568	0.239
17.050	26.881	0.239
17.060	27.167	0.239
17.070	27.428	0.239
17.080	27.664	0.239
17.090	27.860	0.239
17.100	28.023	0.239
17.110	28.150	0.239
17.120	28.239	0.239
17.130	28.294	0.239
17.140	28.323	0.239
17.150	28.305	0.239
17.160	28.243	0.239
17.170	28.148	0.239
17.180	28.013	0.239
17.190	27.845	0.239
17.200	27.641	0.239
17.210	27.408	0.239
17.220	27.145	0.239
17.230	26.851	0.239
17.240	26.545	0.239
17.250	26.212	0.239
17.260	25.854	0.239
17.270	25.484	0.239
17.280	25.052	0.239
17.290	24.626	0.239
17.300	24.224	0.239
17.310	23.789	0.239
17.320	23.367	0.239
17.330	22.876	0.239
17.340	22.470	0.239
17.350	22.026	0.239
17.360	21.629	0.239
17.370	21.237	0.239
17.380	20.591	0.239
17.390	20.400	0.239
17.400	20.146	0.239
17.410	19.801	0.239
17.420	19.507	0.239
17.430	19.012	0.239
17.440	18.753	0.239
17.450	18.524	0.239
17.460	18.350	0.239
17.470	18.190	0.239
17.480	18.112	0.239
17.490	18.067	0.239
17.500	18.019	0.239
17.510	18.005	0.239
17.520	18.068	0.239
17.530	18.132	0.239
17.540	18.221	0.239
17.550	18.422	0.239
17.560	18.661	0.239
17.570	18.819	0.239
17.580	19.085	0.239
17.590	19.397	0.239
17.600	19.676	0.239
17.610	20.023	0.239
17.620	20.391	0.239
17.630	20.764	0.239
17.640	21.197	0.239
17.650	21.828	0.239
17.660	22.240	0.239
17.670	22.453	0.239
17.680	23.088	0.239
17.690	23.552	0.239
17.700	23.968	0.239
17.710	24.362	0.239
17.720	24.825	0.239
17.730	25.250	0.239
17.740	25.627	0.239
17.750	25.969	0.239
17.760	26.304	0.239
17.770	26.642	0.239
17.780	26.964	0.239
17.790	27.246	0.239
17.800	27.490	0.239
17.810	27.687	0.239
17.820	27.905	0.239
17.830	28.050	0.239
17.840	28.160	0.239
17.850	28.224	0.239
17.860	28.261	0.239
17.870	28.264	0.239
17.880	28.229	0.239
17.890	28.159	0.239
17.900	28.046	0.239
17.910	27.903	0.239
17.920	27.713	0.239
17.930	27.522	0.239
17.940	27.280	0.239
17.950	26.961	0.239
17.960	26.681	0.239
17.970	26.383	0.239
17.980	26.042	0.239
17.990	25.688	0.239
18.000	25.296	0.239
18.010	24.891	0.239
18.020	24.468	0.239
18.030	24.007	0.239
18.040	23.567	0.239
18.050	23.183	0.239
18.060	22.739	0.239
18.070	22.321	0.239
18.080	21.894	0.239
18.090	21.240	0.239
18.100	21.110	0.239
18.110	20.451	0.239
18.120	20.063	0.239
18.130	19.726	0.239
18.140	19.394	0.239
18.150	19.130	0.239
18.160	19.026	0.239
18.170	18.707	0.239
18.180	18.512	0.239
18.190	18.373	0.239
18.200	18.265	0.239
18.210	17.885	0.239
18.220	18.052	0.239
18.230	18.059	0.239
18.240	18.066	0.239
18.250	18.143	0.239
18.260	18.520	0.239
18.270	18.330	0.239
18.280	18.238	0.239
18.290	18.697	0.239
18.300	18.683	0.239
18.310	19.563	0.239
18.320	19.515	0.239
18.330	19.866	0.239
18.340	20.497	0.239
18.350	20.879	0.239
18.360	21.226	0.239
18.370	21.594	0.239
18.380	22.010	0.239
18.390	22.302	0.239
18.400	22.868	0.239
18.410	23.318	0.239
18.420	23.747	0.239
18.430	24.145	0.239
18.440	24.591	0.239
18.450	25.011	0.239
18.460	25.410	0.239
18.470	25.779	0.239
18.480	26.113	0.239
18.490	26.421	0.239
18.500	26.738	0.239
18.510	27.017	0.239
18.520	27.287	0.239
18.530	27.573	0.239
18.540	27.753	0.239
18.550	27.915	0.239
18.560	28.047	0.239
18.570	28.136	0.239
18.580	28.199	0.239
18.590	28.229	0.239
18.600	28.219	0.239
18.610	28.162	0.239
18.620	28.075	0.239
18.630	27.949	0.239
18.640	27.788	0.239
18.650	27.594	0.239
18.660	27.305	0.239
18.670	27.084	0.239
18.680	26.829	0.239
18.690	26.536	0.239
18.700	26.191	0.239
18.710	25.820	0.239
18.720	25.458	0.239
18.730	25.039	0.239
18.740	24.655	0.239
18.750	24.280	0.239
18.760	23.853	0.239
18.770	23.375	0.239
18.780	22.940	0.239
18.790	22.569	0.239
18.800	22.103	0.239
18.810	21.535	0.239
18.820	21.344	0.239
18.830	20.931	0.239
18.840	20.323	0.239
18.850	19.983	0.239
18.860	19.654	0.239
18.870	19.356	0.239
18.880	19.085	0.239
18.890	18.860	0.239
18.900	18.618	0.239
18.910	18.445	0.239
18.920	18.345	0.239
18.930	18.189	0.239
18.940	18.162	0.239
18.950	18.122	0.239
18.960	18.117	0.239
18.970	18.141	0.239
18.980	18.209	0.239
18.990	18.401	0.239
19.000	18.490	0.239
19.010	18.674	0.239
19.020	18.892	0.239
19.030	19.162	0.239
19.040	19.440	0.239
19.050	19.749	0.239
19.060	20.113	0.239
19.070	20.658	0.239
19.080	21.048	0.239
19.090	21.425	0.239
19.100	21.570	0.239
19.110	22.227	0.239
19.120	22.617	0.239
19.130	23.045	0.239
19.140	23.500	0.239
19.150	23.933	0.239
19.160	24.310	0.239
19.170	24.739	0.239
19.180	25.172	0.239
19.190	25.545	0.239
19.200	25.888	0.239
19.210	26.243	0.239
19.220	26.574	0.239
19.230	26.869	0.239
19.240	27.143	0.239
19.250	27.150	0.239
19.260	27.570	0.239
19.270	27.772	0.239
19.280	27.921	0.239
19.290	28.031	0.239
19.300	28.108	0.239
19.310	28.150	0.239
19.320	28.153	0.239
19.330	28.121	0.239
19.340	28.051	0.239
19.350	27.943	0.239
19.360	27.808	0.239
19.370	27.648	0.239
19.380	27.440	0.239
19.390	27.203	0.239
19.400	26.939	0.239
19.410	26.650	0.239
19.420	26.344	0.239
19.430	26.007	0.239
19.440	25.619	0.239
19.450	25.266	0.239
19.460	24.895	0.239
19.470	24.494	0.239
19.480	24.089	0.239
19.490	23.670	0.239
19.500	23.188	0.239
19.510	22.765	0.239
19.520	22.398	0.239
19.530	21.998	0.239
19.540	21.596	0.239
19.550	20.938	0.239
19.560	20.528	0.239
19.570	20.269	0.239
19.580	20.147	0.239
19.590	19.828	0.239
19.600	19.285	0.239
19.610	19.047	0.239
19.620	18.793	0.239
19.630	18.757	0.239
19.640	18.524	0.239
19.650	18.346	0.239
19.660	18.556	0.239
19.670	18.164	0.239
19.680	18.162	0.239
19.690	18.195	0.239
19.700	18.203	0.239
19.710	18.395	0.239
19.720	18.497	0.239
19.730	18.651	0.239
19.740	18.865	0.239
19.750	19.083	0.239
19.760	19.580	0.239
19.770	19.588	0.239
19.780	19.913	0.239
19.790	20.531	0.239
19.800	20.870	0.239
19.810	21.239	0.239
19.820	21.646	0.239
19.830	21.782	0.239
19.840	22.383	0.239
19.850	22.837	0.239
19.860	23.211	0.239
19.870	23.648	0.239
19.880	24.042	0.239
19.890	24.514	0.239
19.900	24.908	0.239
19.910	25.277	0.239
19.920	25.594	0.239
19.930	25.967	0.239
19.940	26.310	0.239
19.950	26.639	0.239
19.960	26.926	0.239
19.970	27.179	0.239
19.980	27.363	0.239
19.990	27.602	0.239
20.000	27.764	0.239
20.010	27.892	0.239
20.020	27.986	0.239
20.030	28.045	0.239
20.040	28.078	0.239
20.050	28.068	0.239
20.060	28.020	0.239
20.070	27.932	0.239
20.080	27.820	0.239
20.090	27.646	0.239
20.100	27.482	0.239
20.110	27.274	0.239
20.120	27.024	0.239
20.130	26.731	0.239
20.140	26.450	0.239
20.150	26.161	0.239
20.160	25.837	0.239
20.170	25.479	0.239
20.180	25.061	0.239
20.190	24.677	0.239
20.200	24.310	0.239
20.210	23.896	0.239
20.220	23.423	0.239
20.230	23.008	0.239
20.240	22.552	0.239
20.250	22.245	0.239
20.260	21.810	0.239
20.270	21.185	0.239
20.280	20.810	0.239
20.290	20.508	0.239
20.300	20.352	0.239
20.310	19.826	0.239
20.320	19.507	0.239
20.330	19.222	0.239
20.340	19.036	0.239
20.350	18.790	0.239
20.360	18.544	0.239
20.370	18.435	0.239
20.380	18.391	0.239
20.390	18.321	0.239
20.400	18.165	0.239
20.410	18.198	0.239
20.420	18.236	0.239
20.430	18.359	0.239
20.440	18.465	0.239
20.450	18.546	0.239
20.460	18.790	0.239
20.470	18.733	0.239
20.480	19.402	0.239
20.490	19.491	0.239
20.500	19.787	0.239
20.510	20.121	0.239
20.520	20.494	0.239
20.530	21.013	0.239
20.540	21.132	0.239
20.550	21.501	0.239
20.560	22.188	0.239
20.570	22.591	0.239
20.580	22.998	0.239
20.590	23.423	0.239
20.600	23.787	0.239
20.610	24.241	0.239
20.620	24.636	0.239
20.630	25.022	0.239
20.640	25.334	0.239
20.650	25.539	0.239
20.660	25.839	0.239
20.670	26.165	0.239
20.680	26.465	0.239
20.690	26.760	0.239
20.700	27.210	0.239
20.710	27.433	0.239
20.720	27.617	0.239
20.730	27.766	0.239
20.740	27.876	0.239
20.750	27.957	0.239
20.760	28.003	0.239
20.770	28.011	0.239
20.780	27.984	0.239
20.790	27.927	0.239
20.800	27.831	0.239
20.810	27.705	0.239
20.820	27.558	0.239
20.830	27.333	0.239
20.840	27.147	0.239
20.850	26.901	0.239
20.860	26.603	0.239
20.870	26.340	0.239
20.880	26.012	0.239
20.890	25.684	0.239
20.900	25.317	0.239
20.910	24.933	0.239
20.920	24.545	0.239
20.930	24.153	0.239
20.940	23.705	0.239
20.950	23.282	0.239
20.960	22.855	0.239
20.970	22.527	0.239
20.980	22.092	0.239
20.990	21.669	0.239
21.000	21.299	0.239
21.010	20.966	0.239
21.020	20.604	0.239
21.030	20.035	0.239
21.040	19.737	0.239
21.050	19.685	0.239
21.060	19.181	0.239
21.070	18.969	0.239
21.080	18.757	0.239
21.090	18.592	0.239
21.100	18.454	0.239
21.110	18.410	0.239
21.120	18.352	0.239
21.130	18.253	0.239
21.140	18.290	0.239
21.150	18.383	0.239
21.160	18.447	0.239
21.170	18.575	0.239
21.180	18.715	0.239
21.190	18.877	0.239
21.200	19.122	0.239
21.210	19.383	0.239
21.220	19.605	0.239
21.230	20.171	0.239
21.240	20.269	0.239
21.250	20.565	0.239
21.260	20.912	0.239
21.270	21.538	0.239
21.280	21.945	0.239
21.290	22.280	0.239
21.300	22.713	0.239
21.310	23.168	0.239
21.320	23.588	0.239
21.330	23.956	0.239
21.340	24.333	0.239
21.350	24.723	0.239
21.360	25.161	0.239
21.370	25.534	0.239
21.380	25.881	0.239
21.390	26.206	0.239
21.400	26.502	0.239
21.410	26.771	0.239
21.420	27.029	0.239
21.430	27.277	0.239
21.440	27.465	0.239
21.450	27.597	0.239
21.460	27.763	0.239
21.470	27.857	0.239
21.480	27.928	0.239
21.490	27.975	0.239
21.500	27.974	0.239
21.510	27.938	0.239
21.520	27.864	0.239
21.530	27.742	0.239
21.540	27.616	0.239
21.550	27.447	0.239
21.560	27.244	0.239
21.570	27.002	0.239
21.580	26.709	0.239
21.590	26.476	0.239
21.600	26.178	0.239
21.610	25.863	0.239
21.620	25.487	0.239
21.630	25.082	0.239
21.640	24.694	0.239
21.650	24.323	0.239
21.660	23.961	0.239
21.670	23.560	0.239
21.680	23.146	0.239
21.690	22.685	0.239
21.700	22.301	0.239
21.710	21.947	0.239
21.720	21.568	0.239
21.730	21.158	0.239
21.740	20.848	0.239
21.750	20.502	0.239
21.760	20.188	0.239
21.770	19.649	0.239
21.780	19.351	0.239
21.790	19.156	0.239
21.800	18.850	0.239
21.810	18.742	0.239
21.820	18.538	0.239
21.830	18.438	0.239
21.840	18.416	0.239
21.850	18.406	0.239
21.860	18.525	0.239
21.870	18.399	0.239
21.880	18.428	0.239
21.890	18.470	0.239
21.900	18.972	0.239
21.910	19.095	0.239
21.920	19.034	0.239
21.930	19.553	0.239
21.940	19.487	0.239
21.950	19.938	0.239
21.960	20.130	0.239
21.970	20.653	0.239
21.980	21.043	0.239
21.990	21.399	0.239
22.000	21.506	0.239
22.010	21.878	0.239
22.020	22.531	0.239
22.030	22.916	0.239
22.040	23.362	0.239
22.050	23.774	0.239
22.060	24.172	0.239
22.070	24.576	0.239
22.080	24.931	0.239
22.090	25.287	0.239
22.100	25.664	0.239
22.110	26.015	0.239
22.120	26.332	0.239
22.130	26.611	0.239
22.140	26.876	0.239
22.150	27.086	0.239
22.160	27.291	0.239
22.170	27.526	0.239
22.180	27.641	0.239
22.190	27.769	0.239
22.200	27.862	0.239
22.210	27.913	0.239
22.220	27.925	0.239
22.230	27.910	0.239
22.240	27.858	0.239
22.250	27.766	0.239
22.260	27.615	0.239
22.270	27.506	0.239
22.280	27.230	0.239
22.290	27.095	0.239
22.300	26.853	0.239
22.310	26.611	0.239
22.320	26.297	0.239
22.330	25.951	0.239
22.340	25.619	0.239
22.350	25.270	0.239
22.360	24.916	0.239
22.370	24.541	0.239
22.380	24.123	0.239
22.390	23.722	0.239
22.400	23.338	0.239
22.410	22.946	0.239
22.420	22.566	0.239
22.430	22.131	0.239
22.440	21.536	0.239
22.450	21.368	0.239
22.460	21.061	0.239
22.470	20.698	0.239
22.480	20.358	0.239
22.490	19.892	0.239
22.500	19.577	0.239
22.510	19.292	0.239
22.520	19.094	0.239
22.530	18.899	0.239
22.540	18.726	0.239
22.550	18.557	0.239
22.560	18.496	0.239
22.570	18.434	0.239
22.580	18.416	0.239
22.590	18.410	0.239
22.600	18.456	0.239
22.610	18.537	0.239
22.620	18.609	0.239
22.630	18.788	0.239
22.640	19.247	0.239
22.650	19.147	0.239
22.660	19.400	0.239
22.670	19.674	0.239
22.680	19.952	0.239
22.690	20.540	0.239
22.700	20.844	0.239
22.710	21.170	0.239
22.720	21.586	0.239
22.730	21.967	0.239
22.740	22.305	0.239
22.750	22.683	0.239
22.760	23.142	0.239
22.770	23.540	0.239
22.780	23.913	0.239
22.790	24.273	0.239
22.800	24.667	0.239
22.810	25.066	0.239
22.820	25.444	0.239
22.830	25.799	0.239
22.840	26.107	0.239
22.850	26.394	0.239
22.860	26.690	0.239
22.870	26.943	0.239
22.880	27.152	0.239
22.890	27.151	0.239
22.900	27.515	0.239
22.910	27.647	0.239
22.920	27.689	0.239
22.930	27.817	0.239
22.940	27.858	0.239
22.950	27.858	0.239
22.960	27.826	0.239
22.970	27.756	0.239
22.980	27.639	0.239
22.990	27.522	0.239
23.000	27.357	0.239
