#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
58.130	20.322	0.239
58.140	20.338	0.239
58.150	20.362	0.239
58.160	20.417	0.239
58.170	20.738	0.239
58.180	20.595	0.239
58.190	20.955	0.239
58.200	20.838	0.239
58.210	21.241	0.239
58.220	21.150	0.239
58.230	21.613	0.239
58.240	21.513	0.239
58.250	21.942	0.239
58.260	22.177	0.239
58.270	22.374	0.239
58.280	22.415	0.239
58.290	22.870	0.239
58.300	23.088	0.239
58.310	23.289	0.239
58.320	23.572	0.239
58.330	23.790	0.239
58.340	23.999	0.239
58.350	24.269	0.239
58.360	24.483	0.239
58.370	24.662	0.239
58.380	24.906	0.239
58.390	25.064	0.239
58.400	25.248	0.239
58.410	25.397	0.239
58.420	25.538	0.239
58.430	25.687	0.239
58.440	25.755	0.239
58.450	25.883	0.239
58.460	25.950	0.239
58.470	25.966	0.239
58.480	26.000	0.239
58.490	26.041	0.239
58.500	26.032	0.239
58.510	25.996	0.239
58.520	25.931	0.239
58.530	25.874	0.239
58.540	25.773	0.239
58.550	25.639	0.239
58.560	25.548	0.239
58.570	25.413	0.239
58.580	25.253	0.239
58.590	25.037	0.239
58.600	24.903	0.239
58.610	24.660	0.239
58.620	24.461	0.239
58.630	24.276	0.239
58.640	23.991	0.239
58.650	23.822	0.239
58.660	23.554	0.239
58.670	23.325	0.239
58.680	23.105	0.239
58.690	22.858	0.239
58.700	22.604	0.239
58.710	22.400	0.239
58.720	22.214	0.239
58.730	21.942	0.239
58.740	21.761	0.239
58.750	21.639	0.239
58.760	21.165	0.239
58.770	21.263	0.239
58.780	20.862	0.239
58.790	21.024	0.239
58.800	20.886	0.239
58.810	20.510	0.239
58.820	20.741	0.239
58.830	20.405	0.239
58.840	20.382	0.239
58.850	20.604	0.239
58.860	20.612	0.239
58.870	20.641	0.239
58.880	20.708	0.239
58.890	20.518	0.239
58.900	20.573	0.239
58.910	20.920	0.239
58.920	21.061	0.239
58.930	20.939	0.239
58.940	21.097	0.239
58.950	21.521	0.239
58.960	21.448	0.239
58.970	21.898	0.239
58.980	21.896	0.239
58.990	22.317	0.239
59.000	22.548	0.239
59.010	22.727	0.239
59.020	22.993	0.239
59.030	23.206	0.239
59.040	23.459	0.239
59.050	23.699	0.239
59.060	23.942	0.239
59.070	24.117	0.239
59.080	24.353	0.239
59.090	24.605	0.239
59.100	24.763	0.239
59.110	25.011	0.239
59.120	25.178	0.239
59.130	25.327	0.239
59.140	25.490	0.239
59.150	25.630	0.239
59.160	25.694	0.239
59.170	25.834	0.239
59.180	25.889	0.239
59.190	25.923	0.239
59.200	25.986	0.239
59.210	26.015	0.239
59.220	26.027	0.239
59.230	26.004	0.239
59.240	25.960	0.239
59.250	25.920	0.239
59.260	25.841	0.239
59.270	25.720	0.239
59.280	25.573	0.239
59.290	25.481	0.239
59.300	25.338	0.239
59.310	25.126	0.239
59.320	24.987	0.239
59.330	24.746	0.239
59.340	24.611	0.239
59.350	24.322	0.239
59.360	24.127	0.239
59.370	23.941	0.239
59.380	23.665	0.239
59.390	23.440	0.239
59.400	23.216	0.239
59.410	22.948	0.239
59.420	22.732	0.239
59.430	22.550	0.239
59.440	22.183	0.239
59.450	22.088	0.239
59.460	21.945	0.239
59.470	21.454	0.239
59.480	21.560	0.239
59.490	21.352	0.239
59.500	21.205	0.239
59.510	21.032	0.239
59.520	20.708	0.239
59.530	20.582	0.239
59.540	20.732	0.239
59.550	20.434	0.239
59.560	20.467	0.239
59.570	20.629	0.239
59.580	20.619	0.239
59.590	20.636	0.239
59.600	20.677	0.239
59.610	20.706	0.239
59.620	20.525	0.239
59.630	20.880	0.239
59.640	20.746	0.239
59.650	21.128	0.239
59.660	21.290	0.239
59.670	21.155	0.239
59.680	21.605	0.239
59.690	21.523	0.239
59.700	21.982	0.239
59.710	22.230	0.239
59.720	22.268	0.239
59.730	22.645	0.239
59.740	22.863	0.239
59.750	23.051	0.239
59.760	23.355	0.239
59.770	23.530	0.239
59.780	23.774	0.239
59.790	24.018	0.239
59.800	24.266	0.239
59.810	24.428	0.239
59.820	24.689	0.239
59.830	24.877	0.239
59.840	25.014	0.239
59.850	25.232	0.239
59.860	25.317	0.239
59.870	25.522	0.239
59.880	25.590	0.239
59.890	25.748	0.239
59.900	25.849	0.239
59.910	25.874	0.239
59.920	25.959	0.239
59.930	26.001	0.239
59.940	26.008	0.239
59.950	25.999	0.239
59.960	25.967	0.239
59.970	25.914	0.239
59.980	25.849	0.239
59.990	25.762	0.239
60.000	25.645	0.239
60.010	25.506	0.239
60.020	25.380	0.239
60.030	25.250	0.239
60.040	25.012	0.239
60.050	24.895	0.239
60.060	24.645	0.239
60.070	24.493	0.239
60.080	24.273	0.239
60.090	24.026	0.239
60.100	23.840	0.239
60.110	23.568	0.239
60.120	23.365	0.239
60.130	23.153	0.239
60.140	22.873	0.239
60.150	22.648	0.239
60.160	22.453	0.239
60.170	22.250	0.239
60.180	22.017	0.239
60.190	21.835	0.239
60.200	21.611	0.239
60.210	21.480	0.239
60.220	21.346	0.239
60.230	21.186	0.239
60.240	21.047	0.239
60.250	20.762	0.239
60.260	20.585	0.239
60.270	20.772	0.239
60.280	20.453	0.239
60.290	20.418	0.239
60.300	20.661	0.239
60.310	20.665	0.239
60.320	20.689	0.239
60.330	20.477	0.239
60.340	20.520	0.239
60.350	20.871	0.239
60.360	20.728	0.239
60.370	21.105	0.239
60.380	21.181	0.239
60.390	21.124	0.239
60.400	21.566	0.239
60.410	21.707	0.239
60.420	21.938	0.239
60.430	21.962	0.239
60.440	22.279	0.239
60.450	22.528	0.239
60.460	22.746	0.239
60.470	22.981	0.239
60.480	23.177	0.239
60.490	23.452	0.239
60.500	23.678	0.239
60.510	23.879	0.239
60.520	24.106	0.239
60.530	24.307	0.239
60.540	24.559	0.239
60.550	24.704	0.239
60.560	24.922	0.239
60.570	25.089	0.239
60.580	25.256	0.239
60.590	25.401	0.239
60.600	25.550	0.239
60.610	25.652	0.239
60.620	25.728	0.239
60.630	25.847	0.239
60.640	25.902	0.239
60.650	25.910	0.239
60.660	25.930	0.239
60.670	25.933	0.239
60.680	25.923	0.239
60.690	25.879	0.239
60.700	25.805	0.239
60.710	25.722	0.239
60.720	25.631	0.239
60.730	25.561	0.239
60.740	25.409	0.239
60.750	25.253	0.239
60.760	25.089	0.239
60.770	24.954	0.239
60.780	24.700	0.239
60.790	24.578	0.239
60.800	24.336	0.239
60.810	24.103	0.239
60.820	23.938	0.239
60.830	23.653	0.239
60.840	23.424	0.239
60.850	23.251	0.239
60.860	22.953	0.239
60.870	22.729	0.239
60.880	22.564	0.239
60.890	22.137	0.239
60.900	22.106	0.239
60.910	21.967	0.239
60.920	21.485	0.239
60.930	21.570	0.239
60.940	21.130	0.239
60.950	21.232	0.239
60.960	20.827	0.239
60.970	20.993	0.239
60.980	20.898	0.239
60.990	20.531	0.239
61.000	20.749	0.239
61.010	20.430	0.239
61.020	20.433	0.239
61.030	20.659	0.239
61.040	20.680	0.239
61.050	20.477	0.239
61.060	20.493	0.239
61.070	20.827	0.239
61.080	20.912	0.239
61.090	21.048	0.239
61.100	20.884	0.239
61.110	21.343	0.239
61.120	21.457	0.239
61.130	21.688	0.239
61.140	21.821	0.239
61.150	22.017	0.239
61.160	22.244	0.239
61.170	22.209	0.239
61.180	22.667	0.239
61.190	22.877	0.239
61.200	23.056	0.239
61.210	23.347	0.239
61.220	23.570	0.239
61.230	23.736	0.239
61.240	24.028	0.239
61.250	24.241	0.239
61.260	24.382	0.239
61.270	24.652	0.239
61.280	24.814	0.239
61.290	24.998	0.239
61.300	25.186	0.239
61.310	25.305	0.239
61.320	25.476	0.239
61.330	25.600	0.239
61.340	25.646	0.239
61.350	25.782	0.239
61.360	25.854	0.239
61.370	25.892	0.239
61.380	25.929	0.239
61.390	25.941	0.239
61.400	25.944	0.239
61.410	25.917	0.239
61.420	25.869	0.239
61.430	25.794	0.239
61.440	25.673	0.239
61.450	25.556	0.239
61.460	25.503	0.239
61.470	25.347	0.239
61.480	25.200	0.239
61.490	25.026	0.239
61.500	24.854	0.239
61.510	24.667	0.239
61.520	24.408	0.239
61.530	24.270	0.239
61.540	23.997	0.239
61.550	23.812	0.239
61.560	23.578	0.239
61.570	23.323	0.239
61.580	23.137	0.239
61.590	22.913	0.239
61.600	22.645	0.239
61.610	22.455	0.239
61.620	22.277	0.239
61.630	21.786	0.239
61.640	21.866	0.239
61.650	21.668	0.239
61.660	21.473	0.239
61.670	21.386	0.239
61.680	21.187	0.239
61.690	21.087	0.239
61.700	20.716	0.239
61.710	20.625	0.239
61.720	20.774	0.239
61.730	20.468	0.239
61.740	20.440	0.239
61.750	20.693	0.239
61.760	20.696	0.239
61.770	20.717	0.239
61.780	20.737	0.239
61.790	20.547	0.239
61.800	20.674	0.239
61.810	20.806	0.239
61.820	21.111	0.239
61.830	21.234	0.239
61.840	21.125	0.239
61.850	21.584	0.239
61.860	21.712	0.239
61.870	21.939	0.239
61.880	22.067	0.239
61.890	22.272	0.239
61.900	22.533	0.239
61.910	22.730	0.239
61.920	22.922	0.239
61.930	23.205	0.239
61.940	23.419	0.239
61.950	23.645	0.239
61.960	23.889	0.239
61.970	24.081	0.239
61.980	24.300	0.239
61.990	24.522	0.239
62.000	24.676	0.239
62.010	24.898	0.239
62.020	25.039	0.239
62.030	25.235	0.239
62.040	25.363	0.239
62.050	25.487	0.239
62.060	25.623	0.239
62.070	25.669	0.239
62.080	25.771	0.239
62.090	25.856	0.239
62.100	25.881	0.239
62.110	25.880	0.239
62.120	25.904	0.239
62.130	25.903	0.239
62.140	25.876	0.239
62.150	25.768	0.239
62.160	25.689	0.239
62.170	25.585	0.239
62.180	25.528	0.239
62.190	25.389	0.239
62.200	25.238	0.239
62.210	25.047	0.239
62.220	24.925	0.239
62.230	24.679	0.239
62.240	24.553	0.239
62.250	24.303	0.239
62.260	24.117	0.239
62.270	23.926	0.239
62.280	23.672	0.239
62.290	23.481	0.239
62.300	23.192	0.239
62.310	22.993	0.239
62.320	22.790	0.239
62.330	22.557	0.239
62.340	22.323	0.239
62.350	22.172	0.239
62.360	21.943	0.239
62.370	21.740	0.239
62.380	21.618	0.239
62.390	21.174	0.239
62.400	21.302	0.239
62.410	21.150	0.239
62.420	21.072	0.239
62.430	20.907	0.239
62.440	20.846	0.239
62.450	20.531	0.239
62.460	20.771	0.239
62.470	20.460	0.239
62.480	20.450	0.239
62.490	20.462	0.239
62.500	20.486	0.239
62.510	20.567	0.239
62.520	20.893	0.239
62.530	20.732	0.239
62.540	21.105	0.239
62.550	20.950	0.239
62.560	21.150	0.239
62.570	21.497	0.239
62.580	21.686	0.239
62.590	21.908	0.239
62.600	22.019	0.239
62.610	22.267	0.239
62.620	22.416	0.239
62.630	22.660	0.239
62.640	22.852	0.239
62.650	23.079	0.239
62.660	23.328	0.239
62.670	23.520	0.239
62.680	23.755	0.239
62.690	24.003	0.239
62.700	24.234	0.239
62.710	24.392	0.239
62.720	24.645	0.239
62.730	24.777	0.239
62.740	25.004	0.239
62.750	25.118	0.239
62.760	25.315	0.239
62.770	25.396	0.239
62.780	25.545	0.239
62.790	25.621	0.239
62.800	25.689	0.239
62.810	25.808	0.239
62.820	25.858	0.239
62.830	25.866	0.239
62.840	25.869	0.239
62.850	25.864	0.239
62.860	25.832	0.239
62.870	25.763	0.239
62.880	25.701	0.239
62.890	25.614	0.239
62.900	25.557	0.239
62.910	25.431	0.239
62.920	25.271	0.239
62.930	25.171	0.239
62.940	24.963	0.239
62.950	24.773	0.239
62.960	24.626	0.239
62.970	24.363	0.239
62.980	24.232	0.239
62.990	23.994	0.239
63.000	23.744	0.239
63.010	23.592	0.239
63.020	23.295	0.239
63.030	23.091	0.239
63.040	22.927	0.239
63.050	22.461	0.239
63.060	22.439	0.239
63.070	22.296	0.239
63.080	21.813	0.239
63.090	21.885	0.239
63.100	21.660	0.239
63.110	21.504	0.239
63.120	21.383	0.239
63.130	21.227	0.239
63.140	20.903	0.239
63.150	20.752	0.239
63.160	20.927	0.239
63.170	20.578	0.239
63.180	20.804	0.239
63.190	20.498	0.239
63.200	20.454	0.239
63.210	20.453	0.239
63.220	20.464	0.239
63.230	20.515	0.239
63.240	20.604	0.239
63.250	20.925	0.239
63.260	20.769	0.239
63.270	21.147	0.239
63.280	21.334	0.239
63.290	21.148	0.239
63.300	21.569	0.239
63.310	21.477	0.239
63.320	21.953	0.239
63.330	22.111	0.239
63.340	22.338	0.239
63.350	22.578	0.239
63.360	22.705	0.239
63.370	22.971	0.239
63.380	23.168	0.239
63.390	23.441	0.239
63.400	23.672	0.239
63.410	23.843	0.239
63.420	24.057	0.239
63.430	24.314	0.239
63.440	24.455	0.239
63.450	24.694	0.239
63.460	24.882	0.239
63.470	24.989	0.239
63.480	25.211	0.239
63.490	25.305	0.239
63.500	25.484	0.239
63.510	25.599	0.239
63.520	25.632	0.239
63.530	25.764	0.239
63.540	25.819	0.239
63.550	25.822	0.239
63.560	25.843	0.239
63.570	25.876	0.239
63.580	25.857	0.239
63.590	25.818	0.239
63.600	25.739	0.239
63.610	25.643	0.239
63.620	25.552	0.239
63.630	25.503	0.239
63.640	25.373	0.239
63.650	25.235	0.239
63.660	25.027	0.239
63.670	24.918	0.239
63.680	24.676	0.239
63.690	24.546	0.239
63.700	24.304	0.239
63.710	24.092	0.239
63.720	23.937	0.239
63.730	23.673	0.239
63.740	23.492	0.239
63.750	23.224	0.239
63.760	23.016	0.239
63.770	22.830	0.239
63.780	22.567	0.239
63.790	22.351	0.239
63.800	22.182	0.239
63.810	21.940	0.239
63.820	21.784	0.239
63.830	21.667	0.239
63.840	21.210	0.239
63.850	21.351	0.239
63.860	21.182	0.239
63.870	21.082	0.239
63.880	20.732	0.239
63.890	20.899	0.239
63.900	20.588	0.239
63.910	20.815	0.239
63.920	20.745	0.239
63.930	20.482	0.239
63.940	20.498	0.239
63.950	20.536	0.239
63.960	20.625	0.239
63.970	20.933	0.239
63.980	20.764	0.239
63.990	21.081	0.239
64.000	21.200	0.239
64.010	21.341	0.239
64.020	21.521	0.239
64.030	21.696	0.239
64.040	21.866	0.239
64.050	22.033	0.239
64.060	22.251	0.239
64.070	22.263	0.239
64.080	22.640	0.239
64.090	22.854	0.239
64.100	23.089	0.239
64.110	23.281	0.239
64.120	23.534	0.239
64.130	23.705	0.239
64.140	23.936	0.239
64.150	24.180	0.239
64.160	24.342	0.239
64.170	24.594	0.239
64.180	24.753	0.239
64.190	24.936	0.239
64.200	25.077	0.239
64.210	25.269	0.239
64.220	25.350	0.239
64.230	25.512	0.239
64.240	25.614	0.239
64.250	25.639	0.239
64.260	25.715	0.239
64.270	25.782	0.239
64.280	25.837	0.239
64.290	25.849	0.239
64.300	25.839	0.239
64.310	25.812	0.239
64.320	25.760	0.239
64.330	25.681	0.239
64.340	25.624	0.239
64.350	25.528	0.239
64.360	25.372	0.239
64.370	25.242	0.239
64.380	25.121	0.239
64.390	24.978	0.239
64.400	24.749	0.239
64.410	24.631	0.239
64.420	24.364	0.239
64.430	24.216	0.239
64.440	24.000	0.239
64.450	23.750	0.239
64.460	23.594	0.239
64.470	23.300	0.239
64.480	23.093	0.239
64.490	22.916	0.239
64.500	22.501	0.239
64.510	22.505	0.239
64.520	22.280	0.239
64.530	22.064	0.239
64.540	21.930	0.239
64.550	21.468	0.239
64.560	21.562	0.239
64.570	21.131	0.239
64.580	21.254	0.239
64.590	20.862	0.239
64.600	21.041	0.239
64.610	20.932	0.239
64.620	20.626	0.239
64.630	20.595	0.239
64.640	20.826	0.239
64.650	20.786	0.239
64.660	20.781	0.239
64.670	20.809	0.239
64.680	20.869	0.239
64.690	20.885	0.239
64.700	20.772	0.239
64.710	21.093	0.239
64.720	20.907	0.239
64.730	21.353	0.239
64.740	21.451	0.239
64.750	21.635	0.239
64.760	21.530	0.239
64.770	21.989	0.239
64.780	22.147	0.239
64.790	22.309	0.239
64.800	22.575	0.239
64.810	22.745	0.239
64.820	23.011	0.239
64.830	23.212	0.239
64.840	23.417	0.239
64.850	23.678	0.239
64.860	23.849	0.239
64.870	24.050	0.239
64.880	24.302	0.239
64.890	24.439	0.239
64.900	24.691	0.239
64.910	24.858	0.239
64.920	25.029	0.239
64.930	25.187	0.239
64.940	25.323	0.239
64.950	25.447	0.239
64.960	25.574	0.239
64.970	25.603	0.239
64.980	25.740	0.239
64.990	25.786	0.239
65.000	25.815	0.239
65.010	25.805	0.239
65.020	25.804	0.239
65.030	25.782	0.239
65.040	25.750	0.239
65.050	25.702	0.239
65.060	25.666	0.239
65.070	25.583	0.239
65.080	25.474	0.239
65.090	25.310	0.239
65.100	25.214	0.239
65.110	25.041	0.239
65.120	24.898	0.239
65.130	24.678	0.239
65.140	24.531	0.239
65.150	24.319	0.239
65.160	24.060	0.239
65.170	23.921	0.239
65.180	23.666	0.239
65.190	23.424	0.239
65.200	23.251	0.239
65.210	22.872	0.239
65.220	22.772	0.239
65.230	22.616	0.239
65.240	22.129	0.239
65.250	22.213	0.239
65.260	21.963	0.239
65.270	21.798	0.239
65.280	21.651	0.239
65.290	21.289	0.239
65.300	21.356	0.239
65.310	21.222	0.239
65.320	21.062	0.239
65.330	20.747	0.239
65.340	20.905	0.239
65.350	20.624	0.239
65.360	20.800	0.239
65.370	20.523	0.239
65.380	20.513	0.239
65.390	20.529	0.239
65.400	20.580	0.239
65.410	20.888	0.239
65.420	20.728	0.239
65.430	20.800	0.239
65.440	21.108	0.239
65.450	21.257	0.239
65.460	21.115	0.239
65.470	21.543	0.239
65.480	21.697	0.239
65.490	21.863	0.239
65.500	22.017	0.239
65.510	22.253	0.239
65.520	22.419	0.239
65.530	22.646	0.239
65.540	22.855	0.239
65.550	23.069	0.239
65.560	23.317	0.239
65.570	23.484	0.239
65.580	23.724	0.239
65.590	23.967	0.239
65.600	24.108	0.239
65.610	24.339	0.239
65.620	24.553	0.239
65.630	24.719	0.239
65.640	24.925	0.239
65.650	25.048	0.239
65.660	25.236	0.239
65.670	25.321	0.239
65.680	25.484	0.239
65.690	25.594	0.239
65.700	25.610	0.239
65.710	25.738	0.239
65.720	25.775	0.239
65.730	25.757	0.239
65.740	25.773	0.239
65.750	25.763	0.239
65.760	25.736	0.239
65.770	25.688	0.239
65.780	25.622	0.239
65.790	25.587	0.239
65.800	25.504	0.239
65.810	25.374	0.239
65.820	25.226	0.239
65.830	25.054	0.239
65.840	24.958	0.239
65.850	24.733	0.239
65.860	24.620	0.239
65.870	24.369	0.239
65.880	24.231	0.239
65.890	23.972	0.239
65.900	23.803	0.239
65.910	23.522	0.239
65.920	23.353	0.239
65.930	23.150	0.239
65.940	22.891	0.239
65.950	22.701	0.239
65.960	22.545	0.239
65.970	22.273	0.239
65.980	22.126	0.239
65.990	21.970	0.239
66.000	21.728	0.239
66.010	21.619	0.239
66.020	21.407	0.239
66.030	21.359	0.239
66.040	21.211	0.239
66.050	20.806	0.239
66.060	20.999	0.239
66.070	20.903	0.239
66.080	20.622	0.239
66.090	20.595	0.239
66.100	20.809	0.239
66.110	20.847	0.239
66.120	20.863	0.239
66.130	20.874	0.239
66.140	20.934	0.239
66.150	21.066	0.239
66.160	20.867	0.239
66.170	21.252	0.239
66.180	21.101	0.239
66.190	21.474	0.239
66.200	21.675	0.239
66.210	21.829	0.239
66.220	21.995	0.239
66.230	22.183	0.239
66.240	22.336	0.239
66.250	22.572	0.239
66.260	22.760	0.239
66.270	22.982	0.239
66.280	23.196	0.239
66.290	23.427	0.239
66.300	23.684	0.239
66.310	23.868	0.239
66.320	24.043	0.239
66.330	24.295	0.239
66.340	24.427	0.239
66.350	24.663	0.239
66.360	24.790	0.239
66.370	24.992	0.239
66.380	25.098	0.239
66.390	25.290	0.239
66.400	25.358	0.239
66.410	25.511	0.239
66.420	25.605	0.239
66.430	25.634	0.239
66.440	25.719	0.239
66.450	25.778	0.239
66.460	25.798	0.239
66.470	25.771	0.239
66.480	25.736	0.239
66.490	25.704	0.239
66.500	25.643	0.239
66.510	25.612	0.239
66.520	25.520	0.239
66.530	25.377	0.239
66.540	25.269	0.239
66.550	25.152	0.239
66.560	24.978	0.239
66.570	24.818	0.239
66.580	24.667	0.239
66.590	24.437	0.239
66.600	24.312	0.239
66.610	24.031	0.239
66.620	23.910	0.239
66.630	23.642	0.239
66.640	23.438	0.239
66.650	23.257	0.239
66.660	22.976	0.239
66.670	22.808	0.239
66.680	22.609	0.239
66.690	22.345	0.239
66.700	22.228	0.239
66.710	21.814	0.239
66.720	21.809	0.239
66.730	21.657	0.239
66.740	21.527	0.239
66.750	21.392	0.239
66.760	21.262	0.239
66.770	20.874	0.239
66.780	21.075	0.239
66.790	20.726	0.239
66.800	20.910	0.239
66.810	20.594	0.239
66.820	20.645	0.239
66.830	20.842	0.239
66.840	20.849	0.239
66.850	20.873	0.239
66.860	20.696	0.239
66.870	20.755	0.239
66.880	21.102	0.239
66.890	20.925	0.239
66.900	21.298	0.239
66.910	21.439	0.239
66.920	21.605	0.239
66.930	21.471	0.239
66.940	21.917	0.239
66.950	21.842	0.239
66.960	22.310	0.239
66.970	22.468	0.239
66.980	22.686	0.239
66.990	22.891	0.239
67.000	23.066	0.239
67.010	23.345	0.239
67.020	23.541	0.239
67.030	23.716	0.239
67.040	23.982	0.239
67.050	24.183	0.239
67.060	24.328	0.239
67.070	24.567	0.239
67.080	24.682	0.239
67.090	24.922	0.239
67.100	25.011	0.239
67.110	25.216	0.239
67.120	25.275	0.239
67.130	25.455	0.239
67.140	25.552	0.239
67.150	25.582	0.239
67.160	25.696	0.239
67.170	25.738	0.239
67.180	25.724	0.239
67.190	25.727	0.239
67.200	25.739	0.239
67.210	25.712	0.239
67.220	25.672	0.239
67.230	25.611	0.239
67.240	25.545	0.239
67.250	25.450	0.239
67.260	25.358	0.239
67.270	25.224	0.239
67.280	25.020	0.239
67.290	24.929	0.239
67.300	24.691	0.239
67.310	24.596	0.239
67.320	24.345	0.239
67.330	24.215	0.239
67.340	23.965	0.239
67.350	23.791	0.239
67.360	23.592	0.239
67.370	23.351	0.239
67.380	23.169	0.239
67.390	22.914	0.239
67.400	22.702	0.239
67.410	22.533	0.239
67.420	22.279	0.239
67.430	22.153	0.239
67.440	21.971	0.239
67.450	21.755	0.239
67.460	21.659	0.239
67.470	21.258	0.239
67.480	21.373	0.239
67.490	21.243	0.239
67.500	20.864	0.239
67.510	21.034	0.239
67.520	20.904	0.239
67.530	20.929	0.239
67.540	20.652	0.239
67.550	20.686	0.239
67.560	20.848	0.239
67.570	20.843	0.239
67.580	20.704	0.239
67.590	20.741	0.239
67.600	21.063	0.239
67.610	20.903	0.239
67.620	21.288	0.239
67.630	21.111	0.239
67.640	21.518	0.239
67.650	21.702	0.239
67.660	21.851	0.239
67.670	22.001	0.239
67.680	22.193	0.239
67.690	22.145	0.239
67.700	22.556	0.239
67.710	22.727	0.239
67.720	22.958	0.239
67.730	23.172	0.239
67.740	23.390	0.239
67.750	23.582	0.239
67.760	23.813	0.239
67.770	24.010	0.239
67.780	24.249	0.239
67.790	24.399	0.239
67.800	24.634	0.239
67.810	24.740	0.239
67.820	24.967	0.239
67.830	25.044	0.239
67.840	25.236	0.239
67.850	25.303	0.239
67.860	25.410	0.239
67.870	25.538	0.239
67.880	25.618	0.239
67.890	25.634	0.239
67.900	25.676	0.239
67.910	25.722	0.239
67.920	25.738	0.239
67.930	25.720	0.239
67.940	25.693	0.239
67.950	25.640	0.239
67.960	25.575	0.239
67.970	25.487	0.239
67.980	25.349	0.239
67.990	25.244	0.239
68.000	25.110	0.239
68.010	24.993	0.239
68.020	24.764	0.239
68.030	24.655	0.239
68.040	24.392	0.239
68.050	24.287	0.239
68.060	24.007	0.239
68.070	23.881	0.239
68.080	23.635	0.239
68.090	23.453	0.239
68.100	23.237	0.239
68.110	22.999	0.239
68.120	22.865	0.239
68.130	22.606	0.239
68.140	22.458	0.239
68.150	22.264	0.239
68.160	22.013	0.239
68.170	21.900	0.239
68.180	21.448	0.239
68.190	21.558	0.239
68.200	21.136	0.239
68.210	21.294	0.239
68.220	21.181	0.239
68.230	20.849	0.239
68.240	21.054	0.239
68.250	20.713	0.239
68.260	20.949	0.239
68.270	20.913	0.239
68.280	20.864	0.239
68.290	20.877	0.239
68.300	20.923	0.239
68.310	21.012	0.239
68.320	21.062	0.239
68.330	20.859	0.239
68.340	21.240	0.239
68.350	21.131	0.239
68.360	21.445	0.239
68.370	21.663	0.239
68.380	21.777	0.239
68.390	21.957	0.239
68.400	22.106	0.239
68.410	22.294	0.239
68.420	22.517	0.239
68.430	22.645	0.239
68.440	22.931	0.239
68.450	23.094	0.239
68.460	23.329	0.239
68.470	23.521	0.239
68.480	23.701	0.239
68.490	23.962	0.239
68.500	24.102	0.239
68.510	24.338	0.239
68.520	24.539	0.239
68.530	24.658	0.239
68.540	24.880	0.239
68.550	24.991	0.239
68.560	25.183	0.239
68.570	25.290	0.239
68.580	25.401	0.239
68.590	25.520	0.239
68.600	25.570	0.239
68.610	25.625	0.239
68.620	25.701	0.239
68.630	25.730	0.239
68.640	25.738	0.239
68.650	25.711	0.239
68.660	25.701	0.239
68.670	25.665	0.239
68.680	25.613	0.239
68.690	25.534	0.239
68.700	25.434	0.239
68.710	25.295	0.239
68.720	25.186	0.239
68.730	25.031	0.239
68.740	24.909	0.239
68.750	24.685	0.239
68.760	24.567	0.239
68.770	24.329	0.239
68.780	24.152	0.239
68.790	23.988	0.239
68.800	23.720	0.239
68.810	23.594	0.239
68.820	23.313	0.239
68.830	23.132	0.239
68.840	22.916	0.239
68.850	22.670	0.239
68.860	22.557	0.239
68.870	22.182	0.239
68.880	22.154	0.239
68.890	21.973	0.239
68.900	21.598	0.239
68.910	21.644	0.239
68.920	21.256	0.239
68.930	21.379	0.239
68.940	21.257	0.239
68.950	20.891	0.239
68.960	20.817	0.239
68.970	20.962	0.239
68.980	20.956	0.239
68.990	20.676	0.239
69.000	20.683	0.239
69.010	20.699	0.239
69.020	20.732	0.239
69.030	20.800	0.239
69.040	21.049	0.239
69.050	21.086	0.239
69.060	20.908	0.239
69.070	21.312	0.239
69.080	21.130	0.239
69.090	21.546	0.239
69.100	21.686	0.239
69.110	21.875	0.239
69.120	22.011	0.239
69.130	22.237	0.239
69.140	22.163	0.239
69.150	22.614	0.239
69.160	22.763	0.239
69.170	22.981	0.239
69.180	23.186	0.239
69.190	23.396	0.239
69.200	23.644	0.239
69.210	23.772	0.239
69.220	24.003	0.239
69.230	24.234	0.239
69.240	24.383	0.239
69.250	24.610	0.239
69.260	24.716	0.239
69.270	24.943	0.239
69.280	25.023	0.239
69.290	25.220	0.239
69.300	25.266	0.239
69.310	25.441	0.239
69.320	25.530	0.239
69.330	25.551	0.239
69.340	25.640	0.239
69.350	25.703	0.239
69.360	25.720	0.239
69.370	25.714	0.239
69.380	25.678	0.239
69.390	25.643	0.239
69.400	25.612	0.239
69.410	25.542	0.239
69.420	25.450	0.239
69.430	25.333	0.239
69.440	25.216	0.239
69.450	25.056	0.239
69.460	24.977	0.239
69.470	24.774	0.239
69.480	24.648	0.239
69.490	24.441	0.239
69.500	24.285	0.239
69.510	24.038	0.239
69.520	23.891	0.239
69.530	23.628	0.239
69.540	23.472	0.239
69.550	23.217	0.239
69.560	23.014	0.239
69.570	22.875	0.239
69.580	22.517	0.239
69.590	22.469	0.239
69.600	22.261	0.239
69.610	22.062	0.239
69.620	21.936	0.239
69.630	21.604	0.239
69.640	21.620	0.239
69.650	21.430	0.239
69.660	21.381	0.239
69.670	21.226	0.239
69.680	20.876	0.239
69.690	21.081	0.239
69.700	20.762	0.239
69.710	20.972	0.239
69.720	20.962	0.239
69.730	20.965	0.239
