#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Velocity (cm/s)
#0.000	NaN
49.060	2.881
49.070	-0.516
49.080	-3.139
49.090	-5.289
49.100	-7.826
49.110	-8.299
49.120	-15.996
49.130	-14.319
49.140	-11.309
49.150	-16.856
49.160	-24.639
49.170	-15.609
49.180	-22.016
49.190	-29.369
49.200	-19.436
49.210	-24.639
49.220	-30.186
49.230	-23.779
49.240	-24.639
49.250	-27.176
49.260	-30.659
49.270	-21.586
49.280	-24.639
49.290	-31.476
49.300	-22.489
49.310	-19.049
49.320	-20.296
49.330	-49.579
49.340	-19.436
49.350	9.331
49.360	-40.549
49.370	-10.406
49.380	-13.459
49.390	20.081
49.400	-35.346
49.410	21.801
49.420	-3.569
49.430	-22.876
49.440	2.451
49.450	29.111
49.460	8.944
49.470	-19.049
49.480	39.431
49.490	-12.556
49.500	17.071
49.510	14.491
49.520	44.161
49.530	-6.966
49.540	47.171
49.550	29.111
49.560	19.651
49.570	22.704
49.580	24.381
49.590	29.541
49.600	29.971
49.610	24.381
49.620	24.854
49.630	25.671
49.640	29.541
49.650	20.511
49.660	23.134
49.670	28.681
49.680	22.231
49.690	14.491
49.700	22.704
49.710	17.501
49.720	14.061
49.730	14.491
49.740	6.364
49.750	14.061
49.760	6.751
49.770	1.634
49.780	3.741
49.790	1.591
49.800	-0.086
49.810	-4.429
49.820	-6.579
49.830	-10.836
49.840	-13.029
49.850	-8.729
49.860	-14.276
49.870	-20.339
49.880	-15.179
49.890	-19.436
49.900	-20.769
49.910	-26.316
49.920	-16.899
49.930	-28.466
49.940	-28.509
49.950	-26.359
49.960	-21.156
49.970	-32.379
49.980	-25.886
49.990	-27.219
50.000	-19.909
50.010	-21.156
50.020	-35.819
50.030	-37.926
50.040	2.451
50.050	-20.339
50.060	-43.516
50.070	-16.469
50.080	-22.876
50.090	-12.599
50.100	-3.569
50.110	6.794
50.120	-34.099
50.130	19.651
50.140	-26.746
50.150	-1.849
50.160	-0.086
50.170	8.041
50.180	26.531
50.190	-2.709
50.200	-2.236
50.210	10.191
50.220	39.431
50.230	16.641
50.240	-9.976
50.250	29.111
50.260	40.721
50.270	22.231
50.280	18.834
50.290	24.811
50.300	26.961
50.310	25.671
50.320	26.144
50.330	4.601
50.340	47.171
50.350	29.111
50.360	26.144
50.370	18.361
50.380	30.831
50.390	22.231
50.400	19.264
50.410	25.241
50.420	19.221
50.430	16.211
50.440	10.234
50.450	20.511
50.460	9.331
50.470	14.061
50.480	8.514
50.490	2.881
50.500	6.751
50.510	1.634
50.520	-0.989
50.530	-3.139
50.540	-5.246
50.550	-7.009
50.560	-7.869
50.570	-13.416
50.580	-10.449
50.590	-15.179
50.600	-21.586
50.610	-19.049
50.620	-22.016
50.630	-15.179
50.640	-29.756
50.650	-22.489
50.660	-20.339
50.670	-31.476
50.680	-21.629
50.690	-23.736
50.700	-26.359
50.710	-50.396
50.720	-3.569
50.730	-26.359
50.740	-24.166
50.750	-22.059
50.760	-30.186
50.770	-10.019
50.780	-20.339
50.790	-47.386
50.800	8.901
50.810	-40.936
50.820	-9.159
50.830	11.051
50.840	-6.966
50.850	-33.239
50.860	-2.279
50.870	19.694
50.880	-21.199
50.890	2.451
50.900	27.434
50.910	7.611
50.920	-17.329
50.930	36.421
50.940	-12.126
50.950	18.361
50.960	13.201
50.970	41.624
50.980	-3.569
50.990	19.651
51.000	49.751
51.010	20.081
51.020	2.064
51.030	48.891
51.040	29.541
51.050	19.651
51.060	29.154
51.070	24.811
51.080	28.681
51.090	25.241
51.100	18.404
51.110	24.381
51.120	27.391
51.130	16.211
51.140	21.414
51.150	22.661
51.160	11.051
51.170	20.941
51.180	11.954
51.190	7.181
51.200	8.901
51.210	11.094
51.220	5.031
51.230	2.451
51.240	1.591
51.250	-2.666
51.260	-4.859
51.270	-9.546
51.280	-7.869
51.290	-4.859
51.300	-12.556
51.310	-17.759
51.320	-14.749
51.330	-15.566
51.340	-23.349
51.350	-16.426
51.360	-27.219
51.370	-17.329
51.380	-24.166
51.390	-31.949
51.400	-24.166
51.410	-18.619
51.420	-42.699
51.430	-14.706
51.440	-22.919
51.450	-22.016
51.460	-28.079
51.470	-41.796
51.480	-6.579
51.490	-19.049
51.500	-46.956
51.510	6.751
51.520	-14.706
51.530	-16.469
51.540	-15.179
51.550	-37.496
51.560	-11.739
51.570	22.661
51.580	-35.346
51.590	-1.419
51.600	23.091
51.610	1.204
51.620	4.171
51.630	-21.199
51.640	7.224
51.650	37.711
51.660	-14.319
51.670	15.394
51.680	36.851
51.690	22.231
51.700	19.221
51.710	20.554
51.720	-8.729
51.730	49.321
51.740	25.241
51.750	22.274
51.760	26.531
51.770	26.531
51.780	20.081
51.790	28.251
51.800	30.444
51.810	22.231
51.820	28.251
51.830	22.231
51.840	20.554
51.850	26.101
51.860	20.081
51.870	17.931
51.880	16.254
51.890	17.931
51.900	14.061
51.910	12.341
51.920	5.934
51.930	13.631
51.940	5.891
51.950	-0.516
51.960	4.601
51.970	-0.559
51.980	-3.096
51.990	-4.859
52.000	-10.019
52.010	-10.836
52.020	-7.439
52.030	-10.449
52.040	-19.006
52.050	-12.599
52.060	-18.576
52.070	-25.929
52.080	-15.179
52.090	-24.596
52.100	-28.079
52.110	-17.716
52.120	-25.929
52.130	-28.939
52.140	-24.596
52.150	-21.629
52.160	-27.176
52.170	-30.659
52.180	-25.026
52.190	-20.769
52.200	-17.329
52.210	-50.396
52.220	0.301
52.230	-17.286
52.240	-45.709
52.250	-13.029
52.260	-16.426
52.270	-10.449
52.280	13.244
52.290	-30.659
52.300	-9.589
52.310	-5.676
52.320	23.521
52.330	-0.989
52.340	2.064
52.350	5.461
52.360	-16.899
52.370	7.224
52.380	11.911
52.390	34.271
52.400	11.051
52.410	-5.676
52.420	42.441
52.430	-5.289
52.440	21.801
52.450	50.654
52.460	20.941
52.470	19.221
52.480	26.531
52.490	30.874
52.500	22.661
52.510	24.381
52.520	21.801
52.530	32.551
52.540	22.274
52.550	20.081
52.560	28.681
52.570	22.661
52.580	15.824
52.590	25.671
52.600	18.361
52.610	12.771
52.620	18.404
52.630	11.911
52.640	10.621
52.650	2.924
52.660	13.201
52.670	4.171
52.680	1.204
52.690	-0.989
52.700	-0.129
52.710	-4.816
52.720	-7.439
52.730	-8.729
52.740	-5.676
52.750	-8.729
52.760	-14.749
52.770	-18.146
52.780	-14.749
52.790	-20.726
52.800	-18.189
52.810	-27.219
52.820	-15.996
52.830	-24.639
52.840	-28.466
52.850	-20.769
52.860	-25.929
52.870	-31.046
52.880	-20.769
52.890	-24.166
52.900	-24.209
52.910	-29.326
52.920	-21.629
52.930	-16.899
52.940	-19.866
52.950	-48.289
52.960	4.644
52.970	-42.699
52.980	9.331
52.990	-39.216
53.000	13.201
53.010	-6.579
53.020	-34.916
53.030	24.381
53.040	-32.336
53.050	-1.849
53.060	1.591
53.070	2.924
53.080	5.031
53.090	33.411
53.100	-15.179
53.110	36.894
53.120	-9.159
53.130	11.481
53.140	42.011
53.150	13.244
53.160	29.111
53.170	-6.579
53.180	43.731
53.190	23.134
53.200	29.971
53.210	18.791
53.220	24.811
53.230	25.714
53.240	30.831
53.250	18.361
53.260	26.531
53.270	29.584
53.280	23.521
53.290	16.211
53.300	26.961
53.310	20.984
53.320	12.771
53.330	21.371
53.340	11.481
53.350	16.684
53.360	12.771
53.370	10.621
53.380	4.214
53.390	7.611
53.400	5.891
53.410	1.591
53.420	-0.946
53.430	-2.279
53.440	-6.149
53.450	-7.396
53.460	-7.439
53.470	-10.836
53.480	-16.469
53.490	-9.159
53.500	-19.866
53.510	-16.039
53.520	-22.059
53.530	-20.726
53.540	-18.189
53.550	-28.466
53.560	-24.209
53.570	-17.716
53.580	-28.939
53.590	-26.789
53.600	-23.306
53.610	-21.199
53.620	-48.676
53.630	-5.719
53.640	-18.619
53.650	-22.876
53.660	-49.579
53.670	7.654
53.680	-18.189
53.690	-46.096
53.700	2.881
53.710	-31.949
53.720	11.954
53.730	-35.389
53.740	-9.589
53.750	17.974
53.760	-28.509
53.770	-5.289
53.780	0.344
53.790	2.021
53.800	3.741
53.810	8.944
53.820	32.551
53.830	-14.749
53.840	20.124
53.850	36.421
53.860	10.191
53.870	22.231
53.880	13.244
53.890	23.951
53.900	23.521
53.910	16.211
53.920	22.704
53.930	24.381
53.940	28.681
53.950	26.531
53.960	26.101
53.970	20.124
53.980	29.111
53.990	23.951
54.000	21.371
54.010	25.284
54.020	18.791
54.030	23.951
54.040	18.791
54.050	17.114
54.060	18.361
54.070	8.901
54.080	16.684
54.090	11.481
54.100	4.171
54.110	11.481
54.120	5.504
54.130	-1.849
54.140	2.021
54.150	-0.086
54.160	-4.859
54.170	-6.149
54.180	-7.826
54.190	-4.429
54.200	-11.309
54.210	-13.416
54.220	-17.759
54.230	-15.136
54.240	-19.909
54.250	-18.619
54.260	-26.316
54.270	-15.179
54.280	-24.166
54.290	-27.219
54.300	-21.199
54.310	-26.746
54.320	-27.649
54.330	-22.876
54.340	-21.199
54.350	-27.606
54.360	-26.359
54.370	-21.199
54.380	-17.716
54.390	-28.079
54.400	-14.706
54.410	-13.459
54.420	-47.429
54.430	10.234
54.440	-34.959
54.450	12.384
54.460	-37.539
54.470	-7.869
54.480	18.834
54.490	-3.999
54.500	-25.929
54.510	0.344
54.520	3.741
54.530	14.061
54.540	12.384
54.550	-4.859
54.560	36.421
54.570	-3.139
54.580	4.644
54.590	42.441
54.600	-6.579
54.610	45.021
54.620	-3.096
54.630	19.651
54.640	45.451
54.650	26.531
54.660	19.694
54.670	25.671
54.680	24.811
54.690	26.961
54.700	21.414
54.710	25.241
54.720	30.401
54.730	17.071
54.740	22.274
54.750	26.101
54.760	14.921
54.770	20.081
54.780	19.694
54.790	12.341
54.800	15.351
54.810	11.481
54.820	11.524
54.830	5.031
54.840	6.751
54.850	7.224
54.860	1.591
54.870	-2.279
54.880	-3.956
54.890	-6.579
54.900	-6.149
54.910	-5.246
54.920	-9.159
54.930	-16.039
54.940	-13.846
54.950	-12.169
54.960	-18.146
54.970	-22.059
54.980	-19.479
54.990	-18.576
55.000	-29.369
55.010	-17.716
55.020	-24.639
55.030	-26.789
55.040	-22.016
55.050	-23.779
55.060	-49.106
55.070	-3.139
55.080	-20.726
55.090	-25.069
55.100	-23.349
55.110	-22.016
55.120	-15.609
55.130	-46.526
55.140	-15.179
55.150	-21.629
55.160	-3.526
55.170	-19.049
55.180	18.361
55.190	-39.646
55.200	20.511
55.210	-30.616
55.220	1.161
55.230	24.811
55.240	1.204
55.250	-19.479
55.260	2.881
55.270	35.131
55.280	-17.286
55.290	39.001
55.300	-6.579
55.310	8.084
55.320	18.791
55.330	42.871
55.340	-6.579
55.350	50.224
55.360	24.381
55.370	-8.299
55.380	53.191
55.390	22.704
55.400	21.801
55.410	28.681
55.420	25.671
55.430	20.124
55.440	20.081
55.450	30.831
55.460	21.801
55.470	14.104
55.480	27.821
55.490	18.791
55.500	13.201
55.510	21.844
55.520	11.481
55.530	15.781
55.540	11.051
55.550	2.924
55.560	11.481
55.570	5.891
55.580	-0.516
55.590	-0.559
55.600	-0.989
55.610	-3.526
55.620	-4.859
55.630	-7.009
55.640	-6.536
55.650	-10.879
55.660	-15.179
55.670	-15.996
55.680	-13.889
55.690	-24.166
55.700	-13.459
55.710	-27.219
55.720	-15.566
55.730	-21.629
55.740	-29.326
55.750	-20.339
55.760	-26.359
55.770	-25.026
55.780	-24.639
55.790	-19.436
55.800	-29.799
55.810	-43.516
55.820	-0.559
55.830	-16.899
55.840	-48.676
55.850	6.321
55.860	-14.706
55.870	-21.629
55.880	-10.019
55.890	-18.146
55.900	-35.389
55.910	-10.836
55.920	17.071
55.930	-30.659
55.940	-2.666
55.950	24.811
55.960	1.591
55.970	3.311
55.980	-19.436
55.990	4.171
56.000	33.411
56.010	-13.846
56.020	36.851
56.030	14.921
56.040	17.114
56.050	-10.879
56.060	46.311
56.070	20.511
56.080	20.984
56.090	24.381
56.100	23.521
56.110	6.321
56.120	39.904
56.130	20.081
56.140	27.821
56.150	25.241
56.160	22.661
56.170	23.134
56.180	23.091
56.190	24.811
56.200	17.931
56.210	19.694
56.220	22.231
56.230	9.761
56.240	22.274
56.250	6.751
56.260	18.361
56.270	10.191
56.280	2.494
56.290	12.771
56.300	3.311
56.310	-3.096
56.320	-0.989
56.330	-2.279
56.340	-5.676
56.350	-5.289
56.360	-7.439
56.370	-6.536
56.380	-11.739
56.390	-17.759
56.400	-18.146
56.410	-10.019
56.420	-24.596
56.430	-13.889
56.440	-21.629
56.450	-25.026
56.460	-18.619
56.470	-27.606
56.480	-20.339
56.490	-23.736
56.500	-30.659
56.510	-20.339
56.520	-22.016
56.530	-25.929
56.540	-20.296
56.550	-22.919
56.560	-24.209
56.570	-18.576
56.580	-16.469
56.590	-12.556
56.600	-20.339
56.610	-10.879
56.620	-15.136
56.630	-36.249
56.640	14.921
56.650	-28.036
56.660	18.361
56.670	-27.606
56.680	0.301
56.690	2.021
56.700	3.354
56.710	29.541
56.720	10.621
56.730	-19.049
56.740	41.194
56.750	-11.309
56.760	36.851
56.770	-7.826
56.780	45.451
56.790	-9.159
56.800	46.741
56.810	22.274
56.820	19.221
56.830	23.521
56.840	24.381
56.850	26.961
56.860	23.134
56.870	22.661
56.880	26.531
56.890	19.651
56.900	25.284
56.910	24.381
56.920	15.781
56.930	23.091
56.940	17.974
56.950	17.071
56.960	14.921
56.970	17.114
56.980	8.471
56.990	15.351
57.000	8.471
57.010	3.354
57.020	5.031
57.030	5.461
57.040	1.634
57.050	-1.849
57.060	-3.139
57.070	-5.676
57.080	-6.149
57.090	-10.879
57.100	-11.696
57.110	-11.739
57.120	-14.276
57.130	-16.899
57.140	-21.629
57.150	-12.986
57.160	-25.069
57.170	-22.876
57.180	-16.039
57.190	-28.509
57.200	-22.446
57.210	-18.619
57.220	-28.896
57.230	-23.349
57.240	-18.189
57.250	-30.616
57.260	-22.489
57.270	-16.856
57.280	-22.489
57.290	-46.096
57.300	6.321
57.310	-35.389
57.320	0.774
57.330	-38.399
57.340	-13.416
57.350	-13.459
57.360	19.221
57.370	-36.206
57.380	21.801
57.390	-30.229
57.400	-1.806
57.410	1.591
57.420	3.741
57.430	5.074
57.440	33.411
57.450	-19.049
57.460	35.561
57.470	-13.846
57.480	27.821
57.490	33.841
57.500	12.771
57.510	19.694
57.520	22.661
57.530	-7.439
57.540	48.934
57.550	22.231
57.560	-4.429
57.570	51.041
57.580	18.834
57.590	23.951
57.600	27.391
57.610	23.951
57.620	18.361
57.630	21.844
57.640	28.251
57.650	14.921
57.660	24.381
57.670	17.544
57.680	12.341
57.690	19.221
57.700	11.954
57.710	12.341
57.720	10.621
57.730	4.171
57.740	8.084
57.750	4.601
57.760	2.021
57.770	-3.096
57.780	-2.279
57.790	-0.129
57.800	-6.106
57.810	-7.869
57.820	-10.449
57.830	-14.276
57.840	-11.739
57.850	-14.706
57.860	-17.329
57.870	-16.469
57.880	-24.596
57.890	-15.179
57.900	-27.606
57.910	-16.469
57.920	-24.639
57.930	-25.886
57.940	-20.769
57.950	-26.746
57.960	-25.069
57.970	-22.016
57.980	-19.049
57.990	-33.239
58.000	-14.706
58.010	-16.469
58.020	-24.596
58.030	-17.329
58.040	-10.879
58.050	-22.016
58.060	-9.159
58.070	-17.286
58.080	-34.529
58.090	-0.559
58.100	-12.556
58.110	19.651
58.120	-27.219
58.130	-0.516
58.140	1.591
58.150	2.451
58.160	5.504
58.170	32.121
58.180	-14.319
58.190	35.991
58.200	-11.696
58.210	40.291
58.220	-9.159
58.230	46.354
58.240	-10.019
58.250	42.871
58.260	23.521
58.270	19.694
58.280	4.171
58.290	45.451
58.300	21.801
58.310	20.124
58.320	28.251
58.330	21.801
58.340	20.941
58.350	27.004
58.360	21.371
58.370	17.931
58.380	24.381
58.390	15.824
58.400	18.361
58.410	14.921
58.420	14.061
58.430	14.964
58.440	6.751
58.450	12.771
58.460	6.794
58.470	1.591
58.480	3.311
58.490	4.171
58.500	-0.946
58.510	-3.569
58.520	-6.536
58.530	-5.719
58.540	-10.019
58.550	-13.416
58.560	-9.159
58.570	-13.459
58.580	-15.996
58.590	-21.629
58.600	-13.416
58.610	-24.209
58.620	-19.909
58.630	-18.576
58.640	-28.509
58.650	-16.856
58.660	-26.789
58.670	-22.919
58.680	-22.016
58.690	-24.639
58.700	-25.456
58.710	-20.339
58.720	-18.619
58.730	-27.176
58.740	-18.189
58.750	-12.126
58.760	-47.429
58.770	9.761
58.780	-40.076
58.790	16.211
58.800	-13.846
58.810	-37.539
58.820	23.091
58.830	-33.626
58.840	-2.279
58.850	22.231
58.860	0.774
58.870	2.881
58.880	6.751
58.890	-19.006
58.900	5.461
58.910	34.701
58.920	14.104
58.930	-12.169
58.940	15.781
58.950	42.441
58.960	-7.396
58.970	45.021
58.980	-0.129
58.990	42.011
59.000	23.134
59.010	17.931
59.020	26.531
59.030	21.371
59.040	25.284
59.050	23.951
59.060	24.381
59.070	17.501
59.080	23.564
59.090	25.241
59.100	15.781
59.110	24.811
59.120	16.684
59.130	14.921
59.140	16.211
59.150	14.061
59.160	6.364
59.170	14.061
59.180	5.461
59.190	3.354
59.200	6.321
59.210	2.881
59.220	1.204
59.230	-2.279
59.240	-4.429
59.250	-3.956
59.260	-7.869
59.270	-12.169
59.280	-14.706
59.290	-9.159
59.300	-14.276
59.310	-21.199
59.320	-13.889
59.330	-24.166
59.340	-13.459
59.350	-28.896
59.360	-19.479
59.370	-18.619
59.380	-27.606
59.390	-22.489
59.400	-22.446
59.410	-26.789
59.420	-21.629
59.430	-18.146
59.440	-36.679
59.450	-9.546
59.460	-14.319
59.470	-49.106
59.480	10.621
59.490	-20.769
59.500	-14.706
59.510	-17.329
59.520	-32.379
59.530	-12.556
59.540	14.921
59.550	-29.756
59.560	3.311
59.570	16.211
59.580	-0.989
59.590	1.634
59.600	4.171
59.610	2.881
59.620	-18.146
59.630	35.561
59.640	-13.459
59.650	38.184
59.660	16.211
59.670	-13.459
59.680	45.021
59.690	-8.256
59.700	45.881
59.710	24.811
59.720	3.784
59.730	37.711
59.740	21.801
59.750	18.791
59.760	30.401
59.770	17.544
59.780	24.381
59.790	24.381
59.800	24.811
59.810	16.254
59.820	26.101
59.830	18.791
59.840	13.631
59.850	21.844
59.860	8.471
59.870	20.511
59.880	6.794
59.890	15.781
59.900	10.191
59.910	2.451
59.920	8.514
59.930	4.171
59.940	0.731
59.950	-0.946
59.960	-3.139
59.970	-5.289
59.980	-6.536
59.990	-8.729
60.000	-11.696
60.010	-13.889
60.020	-12.599
60.030	-12.986
60.040	-23.779
60.050	-11.739
60.060	-25.026
60.070	-15.179
60.080	-22.016
60.090	-24.639
60.100	-18.576
60.110	-27.219
60.120	-20.339
60.130	-21.156
60.140	-28.079
60.150	-22.446
60.160	-19.479
60.170	-20.339
60.180	-23.306
60.190	-18.189
60.200	-22.446
60.210	-13.029
60.220	-13.459
60.230	-15.996
60.240	-13.889
60.250	-28.466
60.260	-17.759
60.270	18.791
60.280	-31.906
60.290	-3.569
60.300	24.381
60.310	0.344
60.320	2.451
60.330	-21.199
60.340	4.214
60.350	35.131
60.360	-14.319
60.370	37.711
60.380	7.654
60.390	-5.719
60.400	44.161
60.410	14.104
60.420	23.091
60.430	2.451
60.440	31.691
60.450	24.854
60.460	21.801
60.470	23.521
60.480	19.651
60.490	27.434
60.500	22.661
60.510	20.081
60.520	22.661
60.530	20.124
60.540	25.241
60.550	14.491
60.560	21.801
60.570	16.684
60.580	16.641
60.590	14.491
60.600	14.921
60.610	10.234
60.620	7.611
60.630	11.911
60.640	5.504
60.650	0.731
60.660	2.021
60.670	0.344
60.680	-0.989
60.690	-4.429
60.700	-7.396
60.710	-8.299
60.720	-9.159
60.730	-6.966
60.740	-15.179
60.750	-15.566
60.760	-16.469
60.770	-13.459
60.780	-25.456
60.790	-12.169
60.800	-24.166
60.810	-23.349
60.820	-16.469
60.830	-28.466
60.840	-22.919
60.850	-17.286
60.860	-29.799
60.870	-22.489
60.880	-16.426
60.890	-42.699
60.900	-3.096
60.910	-13.889
60.920	-48.246
60.930	8.471
60.940	-43.989
60.950	10.234
60.960	-40.549
60.970	16.641
60.980	-9.546
60.990	-36.679
61.000	21.801
61.010	-31.906
61.020	0.301
61.030	22.661
61.040	2.064
61.050	-20.339
61.060	1.634
61.070	33.411
61.080	8.471
61.090	13.631
61.100	-16.426
61.110	45.881
61.120	11.481
61.130	23.091
61.140	13.244
61.150	19.651
61.160	22.661
61.170	-3.526
61.180	45.881
61.190	20.941
61.200	17.931
61.210	29.111
61.220	22.274
61.230	16.641
61.240	29.111
61.250	21.371
61.260	14.104
61.270	26.961
61.280	16.211
61.290	18.404
61.300	18.791
61.310	11.911
61.320	17.071
61.330	12.384
61.340	4.601
61.350	13.631
61.360	7.224
61.370	3.741
61.380	3.741
61.390	1.204
61.400	0.301
61.410	-2.709
61.420	-4.816
61.430	-7.439
61.440	-12.169
61.450	-11.696
61.460	-5.289
61.470	-15.609
61.480	-14.706
61.490	-17.329
61.500	-17.286
61.510	-18.619
61.520	-25.929
61.530	-13.846
61.540	-27.219
61.550	-18.576
61.560	-23.349
61.570	-25.499
61.580	-18.576
61.590	-22.489
61.600	-26.746
61.610	-19.049
61.620	-17.759
61.630	-49.106
61.640	8.041
61.650	-19.866
61.660	-19.479
61.670	-8.729
61.680	-19.866
61.690	-10.019
61.700	-37.066
61.710	-9.159
61.720	14.921
61.730	-30.616
61.740	-2.709
61.750	25.241
61.760	0.344
61.770	2.021
61.780	2.021
61.790	-19.006
61.800	12.771
61.810	13.201
61.820	30.444
61.830	12.341
61.840	-10.879
61.850	45.881
61.860	12.814
61.870	22.661
61.880	12.771
61.890	20.511
61.900	26.144
61.910	19.651
61.920	19.221
61.930	28.251
61.940	21.414
61.950	22.661
61.960	24.381
61.970	19.221
61.980	21.844
61.990	22.231
62.000	15.351
62.010	22.231
62.020	14.104
62.030	19.651
62.040	12.771
62.050	12.384
62.060	13.631
62.070	4.601
62.080	10.191
62.090	8.514
62.100	2.451
62.110	-0.129
62.120	2.494
62.130	-0.129
62.140	-2.709
62.150	-10.836
62.160	-7.869
62.170	-10.406
62.180	-5.719
62.190	-13.889
62.200	-15.136
62.210	-19.049
62.220	-12.169
62.230	-24.596
62.240	-12.599
62.250	-25.026
62.260	-18.619
62.270	-19.049
62.280	-25.456
62.290	-19.049
62.300	-28.896
62.310	-19.909
62.320	-20.296
62.330	-23.349
62.340	-23.349
62.350	-15.136
62.360	-22.919
62.370	-20.296
62.380	-12.169
62.390	-44.419
62.400	12.814
62.410	-15.179
62.420	-7.869
62.430	-16.426
62.440	-6.149
62.450	-31.476
62.460	23.951
62.470	-31.089
62.480	-0.946
62.490	1.161
62.500	2.451
62.510	8.084
62.520	32.551
62.530	-16.039
62.540	37.281
62.550	-15.566
62.560	20.081
62.570	34.701
62.580	18.834
62.590	22.231
62.600	11.051
62.610	24.811
62.620	14.964
62.630	24.381
62.640	19.221
62.650	22.661
62.660	24.854
62.670	19.221
62.680	23.521
62.690	24.811
62.700	23.134
62.710	15.781
62.720	25.241
62.730	13.201
62.740	22.704
62.750	11.481
62.760	19.651
62.770	8.084
62.780	14.921
62.790	7.611
62.800	6.751
62.810	11.954
62.820	5.031
62.830	0.731
62.840	0.344
62.850	-0.559
62.860	-3.139
62.870	-6.966
62.880	-6.149
62.890	-8.729
62.900	-5.676
62.910	-12.599
62.920	-15.996
62.930	-10.019
62.940	-20.769
62.950	-19.006
62.960	-14.749
62.970	-26.316
62.980	-13.029
62.990	-23.779
63.000	-25.026
63.010	-15.179
63.020	-29.756
63.030	-20.339
63.040	-16.469
63.050	-46.526
63.060	-2.279
63.070	-14.276
63.080	-48.289
63.090	7.181
63.100	-22.446
63.110	-15.609
63.120	-12.126
63.130	-15.609
63.140	-32.379
63.150	-15.136
63.160	17.501
63.170	-34.916
63.180	22.661
63.190	-30.659
63.200	-4.386
63.210	-0.129
63.220	1.161
63.230	5.074
63.240	8.901
63.250	32.121
63.260	-15.566
63.270	37.711
63.280	18.791
63.290	-18.619
63.300	42.054
63.310	-9.159
63.320	47.601
63.330	15.781
63.340	22.704
63.350	23.951
63.360	12.771
63.370	26.531
63.380	19.694
63.390	27.391
63.400	23.091
63.410	17.071
63.420	21.414
63.430	25.671
63.440	14.061
63.450	23.951
63.460	18.834
63.470	10.621
63.480	22.231
63.490	9.374
63.500	17.931
63.510	11.481
63.520	3.311
63.530	13.244
63.540	5.461
63.550	0.301
63.560	2.064
63.570	3.311
63.580	-1.849
63.590	-3.956
63.600	-7.869
63.610	-9.589
63.620	-9.116
63.630	-4.859
63.640	-13.029
63.650	-13.846
63.660	-20.769
63.670	-10.836
63.680	-24.209
63.690	-13.029
63.700	-24.166
63.710	-21.199
63.720	-15.566
63.730	-26.359
63.740	-18.146
63.750	-26.789
63.760	-20.769
63.770	-18.576
63.780	-26.359
63.790	-21.586
63.800	-16.899
63.810	-24.209
63.820	-15.566
63.830	-11.739
63.840	-45.666
63.850	14.061
63.860	-16.899
63.870	-9.976
63.880	-34.959
63.890	16.641
63.900	-31.046
63.910	22.661
63.920	-6.966
63.930	-26.359
63.940	1.591
63.950	3.784
63.960	8.901
63.970	30.831
63.980	-16.899
63.990	31.734
64.000	11.911
64.010	14.061
64.020	17.974
64.030	17.501
64.040	17.071
64.050	16.641
64.060	21.844
64.070	1.161
64.080	37.711
64.090	21.371
64.100	23.564
64.110	19.221
64.120	25.241
64.130	17.071
64.140	23.134
64.150	24.381
64.160	16.211
64.170	25.241
64.180	15.824
64.190	18.361
64.200	14.061
64.210	19.264
64.220	8.041
64.230	16.211
64.240	10.191
64.250	2.494
64.260	7.611
64.270	6.751
64.280	5.504
64.290	1.161
64.300	-0.989
64.310	-2.666
64.320	-5.289
64.330	-7.869
64.340	-5.676
64.350	-9.589
64.360	-15.609
64.370	-12.986
64.380	-12.169
64.390	-14.276
64.400	-22.919
64.410	-11.739
64.420	-26.746
64.430	-14.749
64.440	-21.586
64.450	-25.069
64.460	-15.609
64.470	-29.326
64.480	-20.769
64.490	-17.716
64.500	-41.409
64.510	0.344
64.520	-22.489
64.530	-21.629
64.540	-13.416
64.550	-46.139
64.560	9.374
64.570	-43.129
64.580	12.341
64.590	-39.216
64.600	17.931
64.610	-10.879
64.620	-30.616
64.630	-3.139
64.640	23.091
64.650	-3.956
64.660	-0.559
64.670	2.881
64.680	5.934
64.690	1.591
64.700	-11.266
64.710	32.121
64.720	-18.619
64.730	44.591
64.740	9.804
64.750	18.361
64.760	-10.449
64.770	45.881
64.780	15.824
64.790	16.211
64.800	26.531
64.810	17.071
64.820	26.574
64.830	20.081
64.840	20.511
64.850	26.101
64.860	17.114
64.870	20.081
64.880	25.241
64.890	13.674
64.900	25.241
64.910	16.641
64.920	17.071
64.930	15.824
64.940	13.631
64.950	12.341
64.960	12.771
64.970	2.924
64.980	13.631
64.990	4.601
65.000	2.924
65.010	-0.989
65.020	-0.129
65.030	-2.236
65.040	-3.139
65.050	-4.859
65.060	-3.526
65.070	-8.299
65.080	-10.879
65.090	-16.426
65.100	-9.589
65.110	-17.286
65.120	-14.319
65.130	-22.059
65.140	-14.706
65.150	-21.199
65.160	-25.886
65.170	-13.889
65.180	-25.499
65.190	-24.166
65.200	-17.329
65.210	-37.926
65.220	-10.019
65.230	-15.566
65.240	-48.719
65.250	8.471
65.260	-25.026
65.270	-16.469
65.280	-14.706
65.290	-36.249
65.300	6.751
65.310	-13.416
65.320	-16.039
65.330	-31.476
65.340	15.781
65.350	-28.079
65.360	17.544
65.370	-27.649
65.380	-0.989
65.390	1.634
65.400	5.031
65.410	30.831
65.420	-15.996
65.430	7.181
